title;link;published;redirect;redirectLink;articleImage;articleBody;keywords0;keywords1;keywords2;keywords3;keywords4;keywords5;summary
‘日 오염수 방류 반대’ 부산 환경단체, 11만 시민 서명 들고 일본간다 - 동아일보;https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3LmRvbmdhLmNvbS9uZXdzL1NvY2lldHkvYXJ0aWNsZS9hbGwvMjAyMzA3MjYvMTIwNDE5NTMyLzHSATdodHRwczovL3d3dy5kb25nYS5jb20vbmV3cy9hbXAvYWxsLzIwMjMwNzI2LzEyMDQxOTUzMi8x?oc=5;2023-07-26 04:10:00;True;https://www.donga.com/news/Society/article/all/20230726/120419532/1;;;;;;;;;
"반선호 부산시의원 ""부산시 후쿠시마 오염수 방류 저지 의사 있나"" - 뉴스핌";https://news.google.com/rss/articles/CBMiMGh0dHBzOi8vd3d3Lm5ld3NwaW0uY29tL25ld3Mvdmlldy8yMDIzMDcyNjAwMDU3NdIBMWh0dHBzOi8vbS5uZXdzcGltLmNvbS9uZXdzYW1wL3ZpZXcvMjAyMzA3MjYwMDA1NzU?oc=5;2023-07-26 03:55:00;True;https://www.newspim.com/news/view/20230726000575;;;;;;;;;
日, 오염수 관련 '윤 대통령 3대 요구'에 명확한 수용입장 안밝혀 - 부산일보;https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3LmJ1c2FuLmNvbS92aWV3L2J1c2FuL3ZpZXcucGhwP2NvZGU9MjAyMzA3MjYxMjQyMTUwMzc0ONIBAA?oc=5;2023-07-26 03:42:26;True;https://www.busan.com/view/busan/view.php?code=2023072612421503748;;;;;;;;;
"정부 ""일본에 '오염수' 국민 우려 전달…모니터링 장기간 투명하게 해야""(종합) - 뉴시스";https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vbW9iaWxlLm5ld3Npcy5jb20vdmlldy5odG1sP2FyX2lkPU5JU1gyMDIzMDcyNl8wMDAyMzkxMTMw0gFFaHR0cHM6Ly9tb2JpbGUubmV3c2lzLmNvbS92aWV3X2FtcC5odG1sP2FyX2lkPU5JU1gyMDIzMDcyNl8wMDAyMzkxMTMw?oc=5;2023-07-26 03:19:11;True;https://mobile.newsis.com/view.html?ar_id=NISX20230726_0002391130;//image.newsis.com/2023/07/26/NISI20230726_0019972135_web.jpg?rnd=20230726111640;"어제 일본서 국장급 회의…내주 추가 회의 한국 전문가 참여·ALPS 점검강화 등 논의 ""일본측도 조율해야…진지하게 토의 임해"" 브리핑하는 박구연 국무1차장 [서울=뉴시스] 배훈식 기자 = 박구연 국무조정실 1차장이 26일 오전 서울 종로구 정부서울청사에서 후쿠시마 오염수 방류 관련 일일 브리핑을 하고 있다. 2023.07.26. dahora83@newsis.com [서울=뉴시스] 김승민 기자 = 정부는 일본 후쿠시마 원전 오염수 해양 방류 안전성 관련 한일간 국장급 회의를 통해 일본에 한국의 국민적 우려를 전달하고 향후 모니터링이 실효적이고 투명하게 이뤄져야 한다는 입장을 전했다고 26일 밝혔다. 정부는 윤석열 대통령이 한일정상회담에서 요청한 한국 전문가 방류 검증 참여, 모니터링 정보 실시간 공유 등에 대해서는 ""거의 대부분 논의됐다""며 ""속도감 있게 검토할 것""이라고 했다. 국장급 회의 단계인 만큼 합의 여부까지 밝히지는 않았다. 박구연 국무조정실 국무1차장은 이날 오전 정부서울청사에서 열린 후쿠시마 오염수 방류 관련 일일 브리핑에서 한일 국장급 회의 내용을 간략히 소개했다. 한일 국장급 회의는 전날 일본 외무성에서 개최됐다. 박 차장은 ""양측은 지난 12일 한일정상회담 결과를 토대로 오염수 방류의 안전성에 대한 과학적 평가를 기반으로 투명성과 신뢰성을 제고하고, 우리 국민께서 안심하시는 데 기여할 수 있는 구체적 협력방안에 대해 양측 전문가가 참여한 가운데 당초 예정된 회의 시간을 넘겨 6시간 이상 진지하게 협의했다""고 말했다. 박 차장은 ""우리 측은 최인접국 입장에서 오염수 이슈에 대한 국민의 우려와 관심을 전달하고, 과학적·객관적으로 안전을 담보하기 위해서는 향후 장기간에 걸친 모니터링이 실효적이고 투명하게 이뤄져야 한다는 입장을 강조했다""고 했다. 한일 국장급 협의에서는 한일정상회담에서 논의된 한국 전문가 방류 검증 참여 등 3개 항과 한국 정부가 자체 검증을 통해 일본에 권고한 ALPS(다핵종제거설비) 점검 주기 단축 등 4개 항이 전반적으로 논의됐다. 한국 대표로 회의에 참석했던 윤현수 외교부 국장은 의제에 대해 ""한일 양국 정상회의에서 다루어진 사항들, 그리고 우리 기술적 권고사항 등에 대해서 우리 입장을 자세히 설명했다""고 포괄적으로 설명했다. 박구연 차장은 ""이번 협의는 국장급 협의는 정상급 회의에 대한 후속조치, 그 다음에 저희가 과학적·기술적 검토를 할 때 기술적 보완과 추가조치가 필요하다고 제시했던 네 가지가 기본적 협의 의제였다. 다른 걸 추가로 논의하지는 않았다""고 부연했다. 박 차장은 다만 합의 도출 여부에 대해서는 ""국가간 굉장히 민감한 사안이기 때문에 일본 측도 안에서 여러 조율을 거쳐야 되는 부분이 있고, 국장급 회의에서 바로 결론을 내는 형태의 외교적 협의 전례는 그닥 없을 것""이라고 말을 아꼈다. 윤 국장은 일본 측 대표였던 가이후 아쓰시 일본 외무성 군축불확산과학부장 입장에 대해 ""진지하게 토의를 임했다는 거로 갈음할 수 있다""라고 원론적으로 답했다. 양국은 8월 첫주 후속 회의를 열고 입장을 다시 조율하기로 했다. 회의 시점과 장소는 협의 중이다. 한편 정부는 이날 일본 오염수 방류 안전성 자체 검증 과정에서 원자력안전위원회가 검토했던 자료 약 1만5000페이지를 공개했다. 박 차장은 ""지난 7일 원자력안전위원장은 한국원자력안전기술원(KINS)가 확인·참고한 자료들을 정리해서 국민께 공개하겠다고 답변드린 바 있다""며 ""정부는 이 약속을 지키기 위해 그간 검토한 자료를 원안위와 KINS 누리집에 게시했다""고 밝혔다. ◎공감언론 뉴시스 ksm@newsis.com";"['가운데' '가지' '강조' '강화' '개최' '객관' '거의' '검증' '검토' '게시' '결과' '결론' '고하' '공감'
 '공개' '공유' '과정' '과학' '과학부' '관련' '관심' '구연' '구체' '국가' '국무' '국무조정실' '국민' '국장'
 '군축' '권고' '그간' '그닥' '기반' '기본' '기술' '기여' '기자' '김승민' '내용' '내주' '논의' '누리집'
 '뉴시스' '다른' '다만' '다시' '다음' '단계' '단축' '담보' '답변' '당초' '대부분' '대통령' '대표' '대한'
 '대해' '도감' '도출' '때문' '만큼' '모니터링' '바로' '방류' '방안' '배훈식' '보완' '부분' '부연' '브리핑'
 '사안' '사항' '서울' '설명' '설비' '성과' '소개' '시간' '시점' '신뢰' '실시간' '실효' '쓰시' '안심'
 '안위' '안전' '안전성' '약속' '양국' '어제' '언론' '여러' '여부' '예정' '오염수' '오전' '외교' '외교부'
 '외무성' '요청' '우려' '우리' '원론' '원자력' '원자력안전위' '원장' '원전' '위해' '윤석열' '의제' '이기'
 '이번' '이상' '이슈' '이후' '인접' '일간' '일본' '일일' '임해' '입장' '자료' '자체' '장기간' '장소'
 '저희' '전날' '전달' '전례' '전문가' '전반' '점검' '정리' '정보' '정부' '정상' '제거' '제시' '조율'
 '조치' '종로구' '주기' '중이' '지난' '차장' '참고' '참석' '참여' '청사' '추가' '측도' '측은' '치가'
 '토대' '토의' '통해' '투명' '페이지' '평가' '포괄' '한국' '한일' '한일정상회담' '한편' '합의' '해양'
 '핵종' '향후' '현수' '협력' '협의' '형태' '확산' '확인' '회의' '후속' '후쿠시마']";['개최', '양국', '서울', '김승민', '한국'];['국민', '치가', '개최', '서울', '한국'];['국민', '치가', '개최', '서울', '한국'];['한국', '김승민', '서울', '양국', '일본'];['한국', '우려', '정부', '후쿠시마', '원자력안전위'];26부는 일본 외무성에서 개최된 일본 후쿠시마 원전 오염수 해양 방류 안전성 관련 한일간 국장급 회의를 통해 일본에 한국의 국민적 우려를 전달하고 향후 모니터링이 실효적이고 투명하게 이뤄져야 한다는 입장을 전했다고 26일 밝혔다.
"정부 ""오염수 협의서 '尹대통령 요구' 논의…日, 진지하게 임해""(종합) - 연합뉴스";https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vbS55bmEuY28ua3Ivdmlldy9BS1IyMDIzMDcyNjA2NzY1MTAwMT9zZWN0aW9uPXNvY2lldHkvYWxs0gExaHR0cHM6Ly9tLnluYS5jby5rci9hbXAvdmlldy9BS1IyMDIzMDcyNjA2NzY1MTAwMQ?oc=5;2023-07-26 03:01:39;True;https://m.yna.co.kr/view/AKR20230726067651001?section=society/all;;;;;;;;;
일본 방사성오염수해양투기저지 전남서부권공동행동 출범 - KBS뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vbmV3cy5rYnMuY28ua3IvbmV3cy92aWV3LmRvP25jZD03NzMzMjAz0gEA?oc=5;2023-07-26 02:31:00;True;https://news.kbs.co.kr/news/view.do?ncd=7733203;;;;;;;;;
"""尹정부 오염수 방류 사실상 용인""은 '가짜뉴스'…이달의 가짜뉴스들은 - 뉴스1 - 뉴스1";https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vd3d3Lm5ld3MxLmtyL2FydGljbGVzLz81MTIxMDg10gEqaHR0cHM6Ly93d3cubmV3czEua3IvYW1wL2FydGljbGVzLz81MTIxMDg1?oc=5;2023-07-26 02:12:58;True;https://www.news1.kr/articles/?5121085;;;;;;;;;
「후쿠시마 오염수 방류 관련 일일 브리핑 및 향후계획」 - 퍼블릭뉴스;https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vd3d3LnBzbmV3cy5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MjAyOTM3NtIBAA?oc=5;2023-07-26 02:00:00;True;https://www.psnews.co.kr/news/articleView.html?idxno=2029376;;;;;;;;;
신의준 도의원, '日원전 오염수 방류' 농수산업의 철저한 대비 당부 - 전남인터넷신문;https://news.google.com/rss/articles/CBMiMGh0dHA6Ly93d3cuam5uZXdzLmNvLmtyL25ld3Mvdmlldy5waHA_aWR4PTM1Mzk0MtIBAA?oc=5;2023-07-26 01:18:16;True;http://www.jnnews.co.kr/news/view.php?idx=353942;;;;;;;;;
“日 오염수 방류, 국제재판소 제소 위한 객관적·주관적 요건 갖춰” - 폴리뉴스;https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vd3d3LnBvbGluZXdzLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz02MTU0MjfSAUBodHRwczovL3d3dy5wb2xpbmV3cy5jby5rci9uZXdzL2FydGljbGVWaWV3QW1wLmh0bWw_aWR4bm89NjE1NDI3?oc=5;2023-07-26 00:12:56;True;https://www.polinews.co.kr/news/articleView.html?idxno=615427;;;;;;;;;
日 탈탄소 지원금, 재가동 원전에 지급 꼼수…오염수 방류 앞두고 논란 - 아시아경제;https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vY20uYXNpYWUuY28ua3IvYXJ0aWNsZS93b3JsZC1hbGwvMjAyMzA3MjYwOTI2MDMzMTQ2MdIBAA?oc=5;2023-07-26 00:02:00;True;https://cm.asiae.co.kr/article/world-all/2023072609260331461;;;;;;;;;
[노트북을 열며] 일본 원전 오염수 이중 잣대 - 미주중앙일보;https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vbmV3cy5rb3JlYWRhaWx5LmNvbS8yMDIzLzA3LzI1L3NvY2lldHkvb3Bpbmlvbi8yMDIzMDcyNTA4NDQ1MTgwNy5odG1s0gEA?oc=5;2023-07-25 15:44:00;True;https://news.koreadaily.com/2023/07/25/society/opinion/20230725084451807.html;;;;;;;;;
＂오염수 방류 안전합니다＂…기시다, SNS 홍보전 - 한국경제TV;https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3Lndvd3R2LmNvLmtyL05ld3NDZW50ZXIvTmV3cy9SZWFkP2FydGljbGVJZD1BMjAyMzA3MjUwNjMx0gEA?oc=5;2023-07-25 13:37:00;True;https://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202307250631;;;;;;;;;
후쿠시마 오염수, 韓美日 회담 직후 '8월 말' 방류하나[이정주의 질문] - 노컷뉴스;https://news.google.com/rss/articles/CBMiKGh0dHBzOi8vd3d3Lm5vY3V0bmV3cy5jby5rci9uZXdzLzU5ODM1ODXSASpodHRwczovL20ubm9jdXRuZXdzLmNvLmtyL25ld3MvYW1wLzU5ODM1ODU?oc=5;2023-07-25 11:38:00;True;https://www.nocutnews.co.kr/news/5983585;;;;;;;;;
[세상을 보며] 오염수 진실 공방- 양영석(지방자치부장) - 경남신문;https://news.google.com/rss/articles/CBMiOmh0dHA6Ly93d3cua25uZXdzLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXcucGhwP2lkeG5vPTE0MDk4MTjSAQA?oc=5;2023-07-25 10:45:49;True;http://www.knnews.co.kr/news/articleView.php?idxno=1409818;;;;;;;;;
"식약처장 ""후쿠시마 8개현 수산물 수입금지 유지‥오염수와 별개"" - MBC뉴스";https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vaW1uZXdzLmltYmMuY29tL25ld3MvMjAyMy9lY29uby9hcnRpY2xlLzY1MDc0NThfMzYxNDAuaHRtbNIBQmh0dHBzOi8vaW1uZXdzLmltYmMuY29tL25ld3MvMjAyMy9lY29uby9hcnRpY2xlLzY1MDc0NThfMzYxNDEuaHRtbA?oc=5;2023-07-25 09:48:47;True;https://imnews.imbc.com/news/2023/econo/article/6507458_36140.html;;;;;;;;;
후쿠시마 원전 오염수 방류...소비 촉진 한계, 장기 대책은? - 경남도민일보;https://news.google.com/rss/articles/CBMiOWh0dHBzOi8vd3d3Lmlkb21pbi5jb20vbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTgzMDczM9IBAA?oc=5;2023-07-25 09:32:20;True;https://www.idomin.com/news/articleView.html?idxno=830733;;;;;;;;;
제주대 총학생회, 정부에 후쿠시마 원전 오염수 방류 대응 촉구 - 제주新보;https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vd3d3LmplanVuZXdzLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MjIwNDQxNdIBAA?oc=5;2023-07-25 08:35:22;True;https://www.jejunews.com/news/articleView.html?idxno=2204415;;;;;;;;;
안장헌 충남도의원, 아산시 박물관사거리 일원서 '후쿠시마 오염수 방류 반대 캠페인' - 뉴스프리존;https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vd3d3Lm5ld3NmcmVlem9uZS5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NDg4Njg00gFEaHR0cHM6Ly93d3cubmV3c2ZyZWV6b25lLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXdBbXAuaHRtbD9pZHhubz00ODg2ODQ?oc=5;2023-07-25 08:09:11;True;https://www.newsfreezone.co.kr/news/articleView.html?idxno=488684;;;;;;;;;
"""후쿠시마 괴담을 믿는 당신.."" 검찰 출신 김종민 KBS 이사가 SNS에 남긴 글을 보니 내가 지금 뭘 본 건가 싶다 - 허프포스트코리아";https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vd3d3Lmh1ZmZpbmd0b25wb3N0LmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz0yMTE0NDPSAQA?oc=5;2023-07-25 07:39:17;True;https://www.huffingtonpost.kr/news/articleView.html?idxno=211443;;;;;;;;;
"제주대 총학생회 ""정부, 후쿠시마 오염수 방류 저지해달라"" - 뉴시스";https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vbmV3c2lzLmNvbS92aWV3Lz9pZD1OSVNYMjAyMzA3MjVfMDAwMjM4OTg1NtIBRWh0dHBzOi8vbW9iaWxlLm5ld3Npcy5jb20vdmlld19hbXAuaHRtbD9hcl9pZD1OSVNYMjAyMzA3MjVfMDAwMjM4OTg1Ng?oc=5;2023-07-25 06:29:01;True;https://newsis.com/view/?id=NISX20230725_0002389856;;;;;;;;;
"日자민당 간사장 ""중국서 방류되는 오염수 농도가 더 진해"" - 연합뉴스";https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vd3d3LnluYS5jby5rci92aWV3L0FLUjIwMjMwNzI1MTAzNDAwMDcz0gExaHR0cHM6Ly9tLnluYS5jby5rci9hbXAvdmlldy9BS1IyMDIzMDcyNTEwMzQwMDA3Mw?oc=5;2023-07-25 05:53:15;True;https://www.yna.co.kr/view/AKR20230725103400073;;;;;;;;;
"與 추천 KBS 이사, 日 오염수 방류 반대 여론에 ""여전히 후진국임을 실감"" - YTN";https://news.google.com/rss/articles/CBMiMWh0dHBzOi8vd3d3Lnl0bi5jby5rci9fbG4vMDEwMV8yMDIzMDcyNTEzMzUwMTg0OTLSAUNodHRwczovL20ueXRuLmNvLmtyL25ld3Nfdmlldy5hbXAucGhwP3BhcmFtPTAxMDFfMjAyMzA3MjUxMzM1MDE4NDky?oc=5;2023-07-25 04:35:00;True;https://www.ytn.co.kr/_ln/0101_202307251335018492;;;;;;;;;
[뉴스in뉴스] 후쿠시마 오염수 방류, 과학적 분석에 대한 불신없어져야 - KBS뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vbmV3cy5rYnMuY28ua3IvbmV3cy92aWV3LmRvP25jZD03NzMyMjEy0gEA?oc=5;2023-07-25 03:40:00;True;https://news.kbs.co.kr/news/view.do?ncd=7732212;;;;;;;;;
"거제 굴·멍게·우럭 소비 30% 하락... ""오염수 방류에 불신 고조"" - 오마이뉴스";https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3Lm9obXluZXdzLmNvbS9OV1NfV2ViL1ZpZXcvYXRfcGcuYXNweD9DTlROX0NEPUEwMDAyOTQ3NTM20gFCaHR0cHM6Ly9tLm9obXluZXdzLmNvbS9OV1NfV2ViL01vYmlsZS9hbXAuYXNweD9DTlROX0NEPUEwMDAyOTQ3NTM2?oc=5;2023-07-25 02:19:00;True;https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002947536;;;;;;;;;
오염수 방류 대책…“소비 촉진·스마트양식 필요” - KBS뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vbmV3cy5rYnMuY28ua3IvbmV3cy92aWV3LmRvP25jZD03NzMxNDI30gEA?oc=5;2023-07-24 10:18:00;True;https://news.kbs.co.kr/news/view.do?ncd=7731427;;;;;;;;;
'오염수 취재' 한겨레·MBC 배제…조선일보는 취재거부 - 한국기자협회;https://news.google.com/rss/articles/CBMiM2h0dHA6Ly9tLmpvdXJuYWxpc3Qub3Iua3IvbS9tX2FydGljbGUuaHRtbD9ubz01Mzk5NdIBAA?oc=5;2023-07-24 07:33:55;True;http://m.journalist.or.kr/m/m_article.html?no=53995;;;;;;;;;
日 오염수 방류 대비 군산 비응항 위판장서 방사능 검사 - 전북일보;https://news.google.com/rss/articles/CBMiKmh0dHBzOi8vd3d3LmpqYW4ua3IvYXJ0aWNsZS8yMDIzMDcyNDU4MDA4NdIBLWh0dHBzOi8vd3d3LmpqYW4ua3IvYXJ0aWNsZUFtcC8yMDIzMDcyNDU4MDA4NQ?oc=5;2023-07-24 07:17:08;True;https://www.jjan.kr/article/20230724580085;;;;;;;;;
수해·후쿠시마 오염수 방류 '나몰라라'…민주당의 해외 출장 불감증 - 월간조선;https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vbW9udGhseS5jaG9zdW4uY29tL2NsaWVudC9NZGFpbHkvZGFpbHlfdmlldy5hc3A_SWR4PTE4MDYzJk5ld3NudW1iPTIwMjMwNzE4MDYz0gEA?oc=5;2023-07-24 07:00:00;True;https://monthly.chosun.com/client/Mdaily/daily_view.asp?Idx=18063&Newsnumb=20230718063;;;;;;;;;
"""日오염수 방류, 도구로 전락한 '비도덕적 이성' 드러내"" - 노컷뉴스";https://news.google.com/rss/articles/CBMiKGh0dHBzOi8vd3d3Lm5vY3V0bmV3cy5jby5rci9uZXdzLzU5ODI0ODLSASpodHRwczovL20ubm9jdXRuZXdzLmNvLmtyL25ld3MvYW1wLzU5ODI0ODI?oc=5;2023-07-24 05:26:15;True;https://www.nocutnews.co.kr/news/5982482;;;;;;;;;
전남 목회자들, 후쿠시마 오염수 방류 저지 남해안 도보순례 - 한겨레;https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9hcmVhL2hvbmFtLzExMDE0NDAuaHRtbNIBAA?oc=5;2023-07-24 04:47:56;True;https://www.hani.co.kr/arti/area/honam/1101440.html;;;;;;;;;
목포시, 어업인 지원사업과 후쿠시마 오염수 방류 관련 의견 교류 - 뉴스로(NEWSRO);https://news.google.com/rss/articles/CBMiiQJodHRwczovL3d3dy5uZXdzcm8ua3IvJUVCJUFBJUE5JUVEJThGJUFDJUVDJThCJTlDLSVFQyU5NiVCNCVFQyU5NyU4NSVFQyU5RCVCOC0lRUMlQTclODAlRUMlOUIlOTAlRUMlODIlQUMlRUMlOTclODUlRUElQjMlQkMtJUVEJTlCJTg0JUVDJUJGJUEwJUVDJThCJTlDJUVCJUE3JTg4LSVFQyU5OCVBNCVFQyU5NyVCQyVFQyU4OCU5OC0lRUIlQjAlQTklRUIlQTUlOTgtJUVBJUI0JTgwJUVCJUEwJUE4LSVFQyU5RCU5OCVFQSVCMiVBQy0lRUElQjUlOTAlRUIlQTUlOTgv0gEA?oc=5;2023-07-24 03:31:14;True;https://www.newsro.kr/%EB%AA%A9%ED%8F%AC%EC%8B%9C-%EC%96%B4%EC%97%85%EC%9D%B8-%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%EA%B3%BC-%ED%9B%84%EC%BF%A0%EC%8B%9C%EB%A7%88-%EC%98%A4%EC%97%BC%EC%88%98-%EB%B0%A9%EB%A5%98-%EA%B4%80%EB%A0%A8-%EC%9D%98%EA%B2%AC-%EA%B5%90%EB%A5%98/;;;;;;;;;
日 기시다 지지율, 취임 이래 최저…오염수 방류는 57%가 '찬성' - 서울경제 - 서울경제신문;https://news.google.com/rss/articles/CBMiK2h0dHBzOi8vd3d3LnNlZGFpbHkuY29tL05ld3NWaWV3LzI5Uzk3VklJQjTSASxodHRwczovL20uc2VkYWlseS5jb20vTmV3c1ZpZXdBbXAvMjlTOTdWSUlCNA?oc=5;2023-07-24 01:52:21;True;https://www.sedaily.com/NewsView/29S97VIIB4;;;;;;;;;
"""가짜뉴스 대응"" 日외무성 '오염수 방류 안전' 한국어 영상 공개 예정 - 뉴스핌";https://news.google.com/rss/articles/CBMiMGh0dHBzOi8vd3d3Lm5ld3NwaW0uY29tL25ld3Mvdmlldy8yMDIzMDcyNDAwMDE4MtIBMWh0dHBzOi8vbS5uZXdzcGltLmNvbS9uZXdzYW1wL3ZpZXcvMjAyMzA3MjQwMDAxODI?oc=5;2023-07-24 00:48:00;True;https://www.newspim.com/news/view/20230724000182;;;;;;;;;
중일 외교부 국장, 오염수·한중일 정상회담 재개 협의 - KBS뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vbmV3cy5rYnMuY28ua3IvbmV3cy92aWV3LmRvP25jZD03NzMwOTAy0gEA?oc=5;2023-07-24 00:39:00;True;https://news.kbs.co.kr/news/view.do?ncd=7730902;;;;;;;;;
"한중러 채식주의 시민들도 ""후쿠시마 오염수 방류 반대"" - 오마이뉴스";https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3Lm9obXluZXdzLmNvbS9OV1NfV2ViL1ZpZXcvYXRfcGcuYXNweD9DTlROX0NEPUEwMDAyOTQ3MTc00gFCaHR0cHM6Ly9tLm9obXluZXdzLmNvbS9OV1NfV2ViL01vYmlsZS9hbXAuYXNweD9DTlROX0NEPUEwMDAyOTQ3MTc0?oc=5;2023-07-24 00:09:00;True;https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002947174;;;;;;;;;
오염수 방류 시기, '국내 정치'에 휘둘리나?…선거일정 최대 변수 - 노컷뉴스;https://news.google.com/rss/articles/CBMiKGh0dHBzOi8vd3d3Lm5vY3V0bmV3cy5jby5rci9uZXdzLzU5ODIwODTSASpodHRwczovL20ubm9jdXRuZXdzLmNvLmtyL25ld3MvYW1wLzU5ODIwODQ?oc=5;2023-07-23 20:05:00;True;https://www.nocutnews.co.kr/news/5982084;;;;;;;;;
황현선 민주당 전략기획부위원장, 후쿠시마 오염수 방류 규탄 - 전북일보;https://news.google.com/rss/articles/CBMiKmh0dHBzOi8vd3d3LmpqYW4ua3IvYXJ0aWNsZS8yMDIzMDcyMzU4MDI2OdIBLWh0dHBzOi8vd3d3LmpqYW4ua3IvYXJ0aWNsZUFtcC8yMDIzMDcyMzU4MDI2OQ?oc=5;2023-07-23 08:22:40;True;https://www.jjan.kr/article/20230723580269;;;;;;;;;
“일본 오염수 방류, 수산업 궤멸적 피해”···성난 어민들 정부 ‘규탄’ - 전북일보;https://news.google.com/rss/articles/CBMiKmh0dHBzOi8vd3d3LmpqYW4ua3IvYXJ0aWNsZS8yMDIzMDcyMzU4MDA4NtIBLWh0dHBzOi8vd3d3LmpqYW4ua3IvYXJ0aWNsZUFtcC8yMDIzMDcyMzU4MDA4Ng?oc=5;2023-07-23 06:19:53;True;https://www.jjan.kr/article/20230723580086;;;;;;;;;
테라파워 르베크 CEO, “일본 오염수 방류, 엔지니어 관점에서는 ‘Ok’” - 조선일보;https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3LmNob3N1bi5jb20vZWNvbm9teS90ZWNoX2l0LzIwMjMvMDcvMjMvRzVSWkFFVVpURkNKVk83WFZENlYzTllVRjQv0gFcaHR0cHM6Ly93d3cuY2hvc3VuLmNvbS9lY29ub215L3RlY2hfaXQvMjAyMy8wNy8yMy9HNVJaQUVVWlRGQ0pWTzdYVkQ2VjNOWVVGNC8_b3V0cHV0VHlwZT1hbXA?oc=5;2023-07-23 00:07:10;True;https://www.chosun.com/economy/tech_it/2023/07/23/G5RZAEUZTFCJVO7XVD6V3NYUF4/;;;;;;;;;
김영헌 포항시의원, 일본 방사능 오염수 방류대책 '촉구' - 프레시안;https://news.google.com/rss/articles/CBMiO2h0dHBzOi8vd3d3LnByZXNzaWFuLmNvbS9wYWdlcy9hcnRpY2xlcy8yMDIzMDcyMTE2MjM1MzE1MzM00gEA?oc=5;2023-07-21 07:23:53;True;https://www.pressian.com/pages/articles/2023072116235315334;;;;;;;;;
유승민께 드리는 편지…'후쿠시마 오염수 방류 비판, 대안은 무엇입니까' - 시사오늘(시사ON);https://news.google.com/rss/articles/CBMiOmh0dHA6Ly93d3cuc2lzYW9uLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz0xNTIyNDDSAQA?oc=5;2023-07-21 00:19:00;True;http://www.sisaon.co.kr/news/articleView.html?idxno=152240;;;;;;;;;
일본산 수산물 일일이 방사선 검사…중국, 오염수 방류 '맞불' - 한겨레;https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9pbnRlcm5hdGlvbmFsL2phcGFuLzExMDA4MjMuaHRtbNIBAA?oc=5;2023-07-19 05:02:18;True;https://www.hani.co.kr/arti/international/japan/1100823.html;;;;;;;;;
이정미, '오염수 방류 반대 단식' 21일 만에 중단 - 한겨레;https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9wb2xpdGljcy9hc3NlbWJseS8xMTAwMzM1Lmh0bWzSAQA?oc=5;2023-07-16 06:38:20;True;https://www.hani.co.kr/arti/politics/assembly/1100335.html;;;;;;;;;
