title;link;published;language;redirect;redirectLink;articleImage;articleBody
"NewJeans Officially Drops ""ASAP"" Music Video - Koreaboo";https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9uZXdzL25ld2plYW5zLW9mZmljaWFsbHktZHJvcHMtYXNhcC1tdXNpYy12aWRlby_SAQA?oc=5;2023-07-26 03:22:37;1;True;https://www.koreaboo.com/news/newjeans-officially-drops-asap-music-video/;;
뉴진스 'ASAP', 금발이 너무해…미니 2집 '빌보드 200' 1위 유력 - 뉴시스;https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vbW9iaWxlLm5ld3Npcy5jb20vdmlldy5odG1sP2FyX2lkPU5JU1gyMDIzMDcyNl8wMDAyMzkxMDYz0gEA?oc=5;2023-07-26 02:54:16;0;True;https://mobile.newsis.com/view.html?ar_id=NISX20230726_0002391063;//image.newsis.com/2023/07/26/NISI20230726_0001325274_web.jpg?rnd=20230726114612;"[서울=뉴시스] 뉴진스 'ASAP' 뮤직비디오. 2023.07.26. (사진 = 어도어 제공) photo@newsis.com *재판매 및 DB 금지 [서울=뉴시스]이재훈 기자 = 신드롬 걸그룹 '뉴진스(NewJeans)'가 미니 2집 '겟 업(Get Up)' 수록곡 'ASAP' 뮤직비디오를 26일 0시 하이브 레이블즈 유튜브 채널에 공개했다. 뉴진스 다섯 멤버들은 이번 'ASAP' 뮤직비디오에서 '금발 요정'으로 변신했다. 신스 사운드와 멤버들의 나른한 음색이 주는 몽환적인 곡 분위기와 조화를 이룬다. 소속사 어도어는 ""이들은 미스테리한 공간에서 가만히 누워있거나 때로는 함께 춤추고 뛰어다니며 독특한 분위기를 연출했다. 귀여운 일러스트와 애니메이션 효과를 사용해 노래의 메시지를 재미있게 전달하는 한편, 시각적으로 보는 즐거움을 더했다""고 소개했다. 이로써 뉴진스는 이번 미니 2집에 담긴 6곡의 뮤직비디오를 모두 선보였다. 어도어와 제작자인 민희진 총괄 프로듀서는 이번 뉴진스 '겟 업' 수록곡 뮤직비디오들도 역량을 다시 확인받고 있다. 애플('ETA'), 파워퍼프 걸('뉴 진스(New Jeans)') 등 글로벌 브랜드와 협업을 비롯해 량차오웨이(양조위), 정호연 배우의 출연('쿨 위드 유(Cool With You)') 등이 화제가 됐다. 뮤직비디오 연출 방식도 다양했다. 배우들이 출연한 드라마타이즈 형식('쿨 위드 유' & '겟 업')부터 애니메이션('뉴 진스'), 일러스트('ASAP')를 활용한 방식, 플래시몹 퍼포먼스에 집중한 뮤직비디오('슈퍼 샤이')까지 각양각색의 뮤직비디오는 공개 직후 트위터 실시간 트렌드 진입 및 유튜브 트렌딩 월드와이드 1위를 찍었다. '좋은 음악'이라는 본질적 요소로 뮤직비디오와 퍼포먼스 완성도까지 높였다는 평을 받는 뉴진스 '겟업'은 미국 8월5일 자 미국 빌보드 메인 앨범차트 '빌보드 200'에서 1위를 차지할 것으로 예상된다. 만약 '빌보드 200' 정상에 오르게 되면 K팝 걸그룹 중에선 '블랙핑크' 이후 두 번째다. 25일 빌보드가 발표한 최신 차트(7월 29일 자)에 따르면, 뉴진스 '겟 업' 트리플 타이틀곡 중 하나인 '슈퍼 샤이'는 메인 싱글차트 '핫 100'에서 64위를 차지했다. 전주 대비 2계단 상승한 자체 최고 순위다. ◎공감언론 뉴시스 realpaper7@newsis.com"
[공식] 뉴진스, 'ASAP' MV 공개…금발 요정 비주얼 - 조선일보;https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmNob3N1bi5jb20vZW50ZXJ0YWlubWVudHMvZW50ZXJfZ2VuZXJhbC8yMDIzLzA3LzI2L0dVNk1CSUtJUVNNSUVaSjdKVU02RUMzRVBFL9IBaWh0dHBzOi8vd3d3LmNob3N1bi5jb20vZW50ZXJ0YWlubWVudHMvZW50ZXJfZ2VuZXJhbC8yMDIzLzA3LzI2L0dVNk1CSUtJUVNNSUVaSjdKVU02RUMzRVBFLz9vdXRwdXRUeXBlPWFtcA?oc=5;2023-07-26 02:24:00;0;True;https://www.chosun.com/entertainments/enter_general/2023/07/26/GU6MBIKIQSMIEZJ7JUM6EC3EPE/;;
뉴진스, 제니, 조이의 발레코어룩은? #B_STAR일링 - 하퍼스바자;https://news.google.com/rss/articles/CBMiLWh0dHBzOi8vd3d3LmhhcnBlcnNiYXphYXIuY28ua3IvYXJ0aWNsZS83OTQ0M9IBAA?oc=5;2023-07-26 02:08:54;0;True;https://www.harpersbazaar.co.kr/article/79443;;
[가요소식] 뉴진스 'ASAP' 뮤직비디오 공개 - 연합뉴스;https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LnluYS5jby5rci92aWV3L0FLUjIwMjMwNzI2MDU5NTAwMDA1P3NlY3Rpb249bmV3cyZzaXRlPWhlYWRlcl9uZXdzZmxhc2jSATFodHRwczovL20ueW5hLmNvLmtyL2FtcC92aWV3L0FLUjIwMjMwNzI2MDU5NTAwMDA1?oc=5;2023-07-26 01:26:50;0;True;https://www.yna.co.kr/view/AKR20230726059500005?section=news&site=header_newsflash;//r.yna.co.kr/www/home_n/v02/img/bg_none_people01.jpg;임지우 기자 기자 페이지 에이핑크, 필리핀 자선 공연서 완전체 무대 이홍기, 헤이즈 '비도 오고 그래서' 리메이크 그룹 뉴진스 [어도어 제공. 재판매 및 DB 금지] (서울=연합뉴스) 임지우 기자 = ▲ 금발 요정으로 변신한 뉴진스 = 그룹 뉴진스가 미니 2집 '겟업'(Get Up)의 수록곡 'ASAP' 뮤직비디오를 26일 하이브 레이블즈 유튜브 채널을 통해 공개했다고 소속사 어도어가 밝혔다. 금발의 모습으로 등장한 뉴진스 멤버들은 신스 사운드와 나른한 음색의 노래에 맞춰 춤추며 몽환적인 분위기를 그려냈다. 뉴진스는 'ASAP'를 마지막으로 이번 미니 2집에 담긴 수록곡 6곡 전곡의 뮤직비디오를 제작해 공개하는 이례적인 행보를 보여주고 있다. 광고 그룹 에이핑크 [초이크리에이티브랩 제공. 재판매 및 DB 금지] ▲ 필리핀에 등장한 '완전체' 에이핑크 = 그룹 에이핑크가 지난 23일 필리핀 마닐라 스마트 아라네타 콜리세움에서 열린 자선 공연 '비유 3: 더 월드 윌 스마일'(Be You 3: The World Will Smile)에 출연했다. 5인조 완전체로 무대에 오른 에이핑크는 '노노노' 등 히트곡 무대를 선보여 7천여 명의 관객을 열광시켰다. 이번 자선 행사에는 이민혁, 남우혁, CIX 등이 참석했다. 이홍기 '비도 오고 그래서' [방구석 캐스팅 제공. 재판매 및 DB 금지] ▲ 이홍기가 부르는 '비도 오고 그래서' = 가수 이홍기가 헤이즈의 '비도 오고 그래서'를 리메이크한 음원을 26일 오후 6시 발매한다. '비도 오고 그래서'는 2017년 발매된 헤이즈의 미니 음반 '너 먹구름 비'의 더블 타이틀곡으로 비 오는 날 듣는 대표적인 '장마송'으로 사랑받았다. 비 오는 날 생각난 옛 연인과의 추억을 회상하는 애절한 곡이다. wisefool@yna.co.kr 관련기사 뉴진스 '슈퍼 샤이' 빌보드 싱글 64위… 두 계단 상승 뉴진스 '겟 업', 美 피치포크 평점 7점대…역대 K팝 2위 [가요소식] 위버스, 뉴진스·TXT 美 롤라팔루자 무대 생중계 SK그룹이 후원한 美 뉴욕 '코리안 아츠 위크' 성황리 끝나 뉴진스, 신보 '겟 업' 발매…전곡 멜론 '톱100' 안착(종합) 제보는 카카오톡 okjebo <저작권자(c) 연합뉴스, 무단 전재-재배포 금지> 2023/07/26 10:26 송고
뉴진스 '슈퍼 샤이' 빌보드 싱글 64위…두 계단 상승 - KBS뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vbmV3cy5rYnMuY28ua3IvbmV3cy92aWV3LmRvP25jZD03NzMzMDA30gEA?oc=5;2023-07-26 00:33:00;0;True;https://news.kbs.co.kr/news/view.do?ncd=7733007;/resources/images/common/noimg_633_355.png;뉴진스 ‘슈퍼 샤이’ 빌보드 싱글 64위…두 계단 상승 입력 2023.07.26 (09:33) 수정 2023.07.26 (09:34) 연합뉴스 댓글 좋아요 공유하기 인쇄하기 글씨 크게보기 가 글씨 작게보기 고화질 표준화질 자동재생 키보드 컨트롤 안내 동영상영역 시작 동영상 시작 동영상영역 끝 동영상설명 동영상 고정 취소 그룹 뉴진스의 미니 2집 타이틀곡 '슈퍼 샤이'(Super Shy)가 빌보드 메인 싱글 차트에 2주째 진입하며 상승세를 보였다. 25일(현지시간) 공개된 빌보드 최신 차트에 따르면 뉴진스의 '슈퍼 샤이'는 메인 싱글 차트 '핫100'에서 지난주보다 두 계단 상승한 64위를 기록했다. '슈퍼 샤이'는 지난주 그룹 자체 최고 순위인 66위로 이 차트에 진입한 데 이어 다시 한번 기록을 경신했다. 이 곡은 '글로벌 200' 차트에서는 5위에 올랐다. 미니 2집 수록곡 '뉴진스'(NewJeans)는 이 차트 47위에 자리했다. 뉴진스는 '글로벌 200' 차트에서 전작인 'OMG'(90위)와 지난해 발매한 '디토'(110위), '하이프 보이'(172위)로도 20주 넘게 이름을 올리며 장기 흥행을 이어가고 있다. 최근 저작권과 전속 계약 분쟁으로 내홍을 겪고 있는 그룹 피프티 피프티의 히트곡 '큐피드'(Cupid)는 '핫100'에 24위로 18주 연속 진입했으며 '글로벌 200'에서는 12위에 올랐다. 그룹 방탄소년단(BTS)의 RM이 지난해 발매한 솔로 음반 '인디고'(Indigo)는 최근 LP 버전 발매에 힘입어 메인 음반 차트 '빌보드 200'에 53위로 재진입했다. 솔로 싱글 '세븐'(Seven)으로 '핫100' 정상에 오른 정국은 지난해 만든 자작곡 '스틸 위드 유'(Still with You)로도 '글로벌 200'에 98위로 이름을 올렸다. 방탄소년단의 데뷔 10주년 기념 단체곡 '테이크 투'(Take Two)는 이 차트에 117위로 6주 연속 진입했으며 멤버 지민의 솔로곡 '라이크 크레이지'(Like Crazy)는 29위로 17주째 이름을 올렸다. 지민이 래퍼 코닥 블랙 등과 협업한 영화 '분노의 질주' OST '앤젤 파트1'은 148위를 기록했다. 스트레이 키즈, 엔하이픈 등 보이 그룹들도 선전을 이어갔다. 정규 3집 '★★★★★'(5-Star)로 '빌보드 200'에 1위로 진입한 스트레이 키즈는 이번 주 26위로 7주 연속 진입에 성공했으며 엔하이픈 '다크블러드'(130위), 에이티즈 '더 월드 EP2:아웃러'(171위)도 5주 이상 이 차트에 머물렀다. '글로벌 200' 차트에서는 엑소가 신곡 '크림 소다'로 86위를 기록했으며 신예 그룹 제로베이스원은 데뷔곡 '인 블룸'으로 182위로 차트에 처음 진입했다. 세븐틴의 미니 10집 'FML' 타이틀곡 '손오공'은 195위로 이 차트에 재진입했다. 르세라핌, 에스파, 아이브 등 걸그룹의 장기 흥행도 이어졌다. 에스파의 미니 3집 '마이 월드'는 '빌보드 200'에 110위로 3주 연속 이름을 올렸으며 르세라핌은 정규 1집 타이틀곡 '언포기븐'과 후속곡 '이브, 프시케 그리고 푸른 수염의 아내'로 '글로벌 200'에서 각각 143위와 69위를 기록했다. 이 외에도 (여자)아이들 '퀸카'(58위), 아이브 '아이엠'(93위), 지수 '꽃'(179위)이 이 차트에 10주 이상 머무르며 장기 흥행 중이다. [사진 출처 : 연합뉴스] 뉴진스 ‘슈퍼 샤이’ 빌보드 싱글 64위…두 계단 상승 입력 2023-07-26 09:33:20 수정 2023-07-26 09:34:02 연합뉴스 그룹 뉴진스의 미니 2집 타이틀곡 '슈퍼 샤이'(Super Shy)가 빌보드 메인 싱글 차트에 2주째 진입하며 상승세를 보였다. 25일(현지시간) 공개된 빌보드 최신 차트에 따르면 뉴진스의 '슈퍼 샤이'는 메인 싱글 차트 '핫100'에서 지난주보다 두 계단 상승한 64위를 기록했다. '슈퍼 샤이'는 지난주 그룹 자체 최고 순위인 66위로 이 차트에 진입한 데 이어 다시 한번 기록을 경신했다. 이 곡은 '글로벌 200' 차트에서는 5위에 올랐다. 미니 2집 수록곡 '뉴진스'(NewJeans)는 이 차트 47위에 자리했다. 뉴진스는 '글로벌 200' 차트에서 전작인 'OMG'(90위)와 지난해 발매한 '디토'(110위), '하이프 보이'(172위)로도 20주 넘게 이름을 올리며 장기 흥행을 이어가고 있다. 최근 저작권과 전속 계약 분쟁으로 내홍을 겪고 있는 그룹 피프티 피프티의 히트곡 '큐피드'(Cupid)는 '핫100'에 24위로 18주 연속 진입했으며 '글로벌 200'에서는 12위에 올랐다. 그룹 방탄소년단(BTS)의 RM이 지난해 발매한 솔로 음반 '인디고'(Indigo)는 최근 LP 버전 발매에 힘입어 메인 음반 차트 '빌보드 200'에 53위로 재진입했다. 솔로 싱글 '세븐'(Seven)으로 '핫100' 정상에 오른 정국은 지난해 만든 자작곡 '스틸 위드 유'(Still with You)로도 '글로벌 200'에 98위로 이름을 올렸다. 방탄소년단의 데뷔 10주년 기념 단체곡 '테이크 투'(Take Two)는 이 차트에 117위로 6주 연속 진입했으며 멤버 지민의 솔로곡 '라이크 크레이지'(Like Crazy)는 29위로 17주째 이름을 올렸다. 지민이 래퍼 코닥 블랙 등과 협업한 영화 '분노의 질주' OST '앤젤 파트1'은 148위를 기록했다. 스트레이 키즈, 엔하이픈 등 보이 그룹들도 선전을 이어갔다. 정규 3집 '★★★★★'(5-Star)로 '빌보드 200'에 1위로 진입한 스트레이 키즈는 이번 주 26위로 7주 연속 진입에 성공했으며 엔하이픈 '다크블러드'(130위), 에이티즈 '더 월드 EP2:아웃러'(171위)도 5주 이상 이 차트에 머물렀다. '글로벌 200' 차트에서는 엑소가 신곡 '크림 소다'로 86위를 기록했으며 신예 그룹 제로베이스원은 데뷔곡 '인 블룸'으로 182위로 차트에 처음 진입했다. 세븐틴의 미니 10집 'FML' 타이틀곡 '손오공'은 195위로 이 차트에 재진입했다. 르세라핌, 에스파, 아이브 등 걸그룹의 장기 흥행도 이어졌다. 에스파의 미니 3집 '마이 월드'는 '빌보드 200'에 110위로 3주 연속 이름을 올렸으며 르세라핌은 정규 1집 타이틀곡 '언포기븐'과 후속곡 '이브, 프시케 그리고 푸른 수염의 아내'로 '글로벌 200'에서 각각 143위와 69위를 기록했다. 이 외에도 (여자)아이들 '퀸카'(58위), 아이브 '아이엠'(93위), 지수 '꽃'(179위)이 이 차트에 10주 이상 머무르며 장기 흥행 중이다. [사진 출처 : 연합뉴스] ■ 제보하기 ▷ 카카오톡 : 'KBS제보' 검색, 채널 추가 ▷ 전화 : 02-781-1234, 4444 ▷ 이메일 : kbs1234@kbs.co.kr ▷ 유튜브, 네이버, 카카오에서도 KBS뉴스를 구독해주세요! 기자 정보 댓글 좋아요 공유하기
NewJeans reach a new career high on the 'Billboard Hot 100' chart - allkpop;https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmFsbGtwb3AuY29tL2FydGljbGUvMjAyMy8wNy9uZXdqZWFucy1yZWFjaC1hLW5ldy1jYXJlZXItaGlnaC1vbi10aGUtYmlsbGJvYXJkLWhvdC0xMDAtY2hhcnTSAQA?oc=5;2023-07-26 00:23:00;1;True;https://www.allkpop.com/article/2023/07/newjeans-reach-a-new-career-high-on-the-billboard-hot-100-chart;;
뉴진스 'Super Shy' 핫100 66위..첫 빌보드 200 진입 예약[공식] - 스타뉴스 - 스타뉴스;https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LnN0YXJuZXdza29yZWEuY29tL3N0dmlldy5waHA_bm89MjAyMzA3MjYwNzMwNDQ0ODA1MiZwRGVwdGg9bmV3cyZwRGVwdGgxPW11c2ljJnBEZXB0aDI9bXVzaWPSAUBodHRwczovL20uc3Rhcm5ld3Nrb3JlYS5jb20vdmlld19hbXAuaHRtbD9ubz0yMDIzMDcyNjA3MzA0NDQ4MDUy?oc=5;2023-07-25 22:36:49;0;True;https://www.starnewskorea.com/stview.php?no=2023072607304448052&pDepth=news&pDepth1=music&pDepth2=music;;
[문화연예 플러스] '피치포크', 뉴진스 '겟 업'에 역대 K팝 평점 2위 - MBC뉴스;https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vaW1uZXdzLmltYmMuY29tL3JlcGxheS8yMDIzL253dG9kYXkvYXJ0aWNsZS82NTA3NjI2XzM2MjA3Lmh0bWzSAUZodHRwczovL2ltbmV3cy5pbWJjLmNvbS9yZXBsYXkvMjAyMy9ud3RvZGF5L2FydGljbGUvNjUwNzYyNl8zNjIwOC5odG1s?oc=5;2023-07-25 22:26:08;0;True;https://imnews.imbc.com/replay/2023/nwtoday/article/6507626_36207.html;;
[잇슈 연예] 서태지와 아이들 다음 뉴진스? 미 매체 평점 화제 - KBS뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vbmV3cy5rYnMuY28ua3IvbmV3cy92aWV3LmRvP25jZD03NzMyODQx0gEA?oc=5;2023-07-25 22:06:00;0;True;https://news.kbs.co.kr/news/view.do?ncd=7732841;;
BTS’s Jung Kook Ties NewJeans With His Latest Global Smash Single - Forbes;https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvaHVnaG1jaW50eXJlLzIwMjMvMDcvMjUvYnRzcy1qdW5nLWtvb2stdGllcy1uZXdqZWFucy13aXRoLWhpcy1sYXRlc3QtZ2xvYmFsLXNtYXNoLXNpbmdsZS_SAXpodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2h1Z2htY2ludHlyZS8yMDIzLzA3LzI1L2J0c3MtanVuZy1rb29rLXRpZXMtbmV3amVhbnMtd2l0aC1oaXMtbGF0ZXN0LWdsb2JhbC1zbWFzaC1zaW5nbGUvYW1wLw?oc=5;2023-07-25 22:00:24;1;True;https://www.forbes.com/sites/hughmcintyre/2023/07/25/btss-jung-kook-ties-newjeans-with-his-latest-global-smash-single/;;
"BTS Jungkook's Surprising Real Reason For Choosing ""Seven"" As ... - Koreaboo";https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9uZXdzL2J0cy1qdW5na29vay1zZXZlbi1yZWNvcmRpbmctZmlsbS1yZWFzb24tcmVhc29uLXNldmVuLWdyb3duL9IBAA?oc=5;2023-07-25 18:18:51;1;True;https://www.koreaboo.com/news/bts-jungkook-seven-recording-film-reason-reason-seven-grown/;;
