title;link;published;language
뉴진스 '슈퍼 샤이', 빌보드 '핫 100' 64위...지난주보다 두 계단↑ - 에너지경제;https://news.google.com/rss/articles/CBMiNWh0dHBzOi8vd3d3LmVrbi5rci93ZWIvdmlldy5waHA_a2V5PTIwMjMwNzI2MDEwMDA3NDEy0gEA?oc=5;2023-07-26 04:09:31;0
"NewJeans Officially Drops ""ASAP"" Music Video - Koreaboo";https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9uZXdzL25ld2plYW5zLW9mZmljaWFsbHktZHJvcHMtYXNhcC1tdXNpYy12aWRlby_SAQA?oc=5;2023-07-26 03:22:37;1
뉴진스 'ASAP', 금발이 너무해…미니 2집 '빌보드 200' 1위 유력 - 뉴시스;https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vbW9iaWxlLm5ld3Npcy5jb20vdmlldy5odG1sP2FyX2lkPU5JU1gyMDIzMDcyNl8wMDAyMzkxMDYz0gFFaHR0cHM6Ly9tb2JpbGUubmV3c2lzLmNvbS92aWV3X2FtcC5odG1sP2FyX2lkPU5JU1gyMDIzMDcyNl8wMDAyMzkxMDYz?oc=5;2023-07-26 02:54:16;0
뉴진스, 제니, 조이의 발레코어룩은? #B_STAR일링 - 하퍼스바자;https://news.google.com/rss/articles/CBMiLWh0dHBzOi8vd3d3LmhhcnBlcnNiYXphYXIuY28ua3IvYXJ0aWNsZS83OTQ0M9IBAA?oc=5;2023-07-26 02:08:54;0
뉴진스, 'ASAP' 뮤비 공개… 금발 요정+몽환적 분위기 - 아시아투데이;https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vd3d3LmFzaWF0b2RheS5jby5rci92aWV3LnBocD9rZXk9MjAyMzA3MjYwMTAwMTQ5MjQmcmVmPXZpZXdfdG9wbmV3c9IBAA?oc=5;2023-07-26 02:02:50;0
뉴진스, ‘ASAP’ 뮤직비디오 공개… 금발 요정들의 압도적 비주얼 - 한국아이닷컴;https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3Lmhhbmtvb2tpLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89OTM1MjPSAT1odHRwczovL3d3dy5oYW5rb29raS5jb20vbmV3cy9hcnRpY2xlVmlld0FtcC5odG1sP2lkeG5vPTkzNTIz?oc=5;2023-07-26 01:45:37;0
[가요소식] 뉴진스 'ASAP' 뮤직비디오 공개 - 연합뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vd3d3LnluYS5jby5rci92aWV3L0FLUjIwMjMwNzI2MDU5NTAwMDA10gExaHR0cHM6Ly9tLnluYS5jby5rci9hbXAvdmlldy9BS1IyMDIzMDcyNjA1OTUwMDAwNQ?oc=5;2023-07-26 01:26:50;0
뉴진스, 'ASAP' 뮤직비디오 공개...금발 요정 비주얼 '눈길' - 매일경제;https://news.google.com/rss/articles/CBMiNWh0dHBzOi8vd3d3Lm1rLmNvLmtyL3N0YXIvbXVzaWNzL3ZpZXcvMjAyMy8wNy81Njg4MTUv0gEA?oc=5;2023-07-26 01:09:01;0
뉴진스 '슈퍼 샤이', 美 빌보드서 또 '커리어 하이'…'추가 진입 기대' - 서울경제 - 서울경제신문;https://news.google.com/rss/articles/CBMiK2h0dHBzOi8vd3d3LnNlZGFpbHkuY29tL05ld3NWaWV3LzI5U0E1NkEwR1fSASxodHRwczovL20uc2VkYWlseS5jb20vTmV3c1ZpZXdBbXAvMjlTQTU2QTBHVw?oc=5;2023-07-26 00:54:43;0
뉴진스 '슈퍼 샤이' 빌보드 싱글 64위… 두 계단 상승 - 연합뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vd3d3LnluYS5jby5rci92aWV3L0FLUjIwMjMwNzI2MDQxNjAwMDA10gEA?oc=5;2023-07-26 00:31:37;0
BTS’s Jung Kook Ties NewJeans With His Latest Global Smash Single - Forbes;https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvaHVnaG1jaW50eXJlLzIwMjMvMDcvMjUvYnRzcy1qdW5nLWtvb2stdGllcy1uZXdqZWFucy13aXRoLWhpcy1sYXRlc3QtZ2xvYmFsLXNtYXNoLXNpbmdsZS_SAXpodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2h1Z2htY2ludHlyZS8yMDIzLzA3LzI1L2J0c3MtanVuZy1rb29rLXRpZXMtbmV3amVhbnMtd2l0aC1oaXMtbGF0ZXN0LWdsb2JhbC1zbWFzaC1zaW5nbGUvYW1wLw?oc=5;2023-07-25 22:00:24;1
"BTS Jungkook's Surprising Real Reason For Choosing ""Seven"" As ... - Koreaboo";https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9uZXdzL2J0cy1qdW5na29vay1zZXZlbi1yZWNvcmRpbmctZmlsbS1yZWFzb24tcmVhc29uLXNldmVuLWdyb3duL9IBAA?oc=5;2023-07-25 18:18:51;1
"Stray Kids' Hyunjin, NewJeans' Hanni, IVE's An Yujin, more; Vote for most fitting K-pop brand ambassador - PINKVILLA";https://news.google.com/rss/articles/CBMikQFodHRwczovL3d3dy5waW5rdmlsbGEuY29tL2VudGVydGFpbm1lbnQvc3RyYXkta2lkcy1oeXVuamluLW5ld2plYW5zLWhhbm5pLWl2ZXMtYW4teXVqaW4tbW9yZS12b3RlLWZvci1tb3N0LWZpdHRpbmctay1wb3AtYnJhbmQtYW1iYXNzYWRvci0xMjMyMDE50gGVAWh0dHBzOi8vd3d3LnBpbmt2aWxsYS5jb20vZW50ZXJ0YWlubWVudC9zdHJheS1raWRzLWh5dW5qaW4tbmV3amVhbnMtaGFubmktaXZlcy1hbi15dWppbi1tb3JlLXZvdGUtZm9yLW1vc3QtZml0dGluZy1rLXBvcC1icmFuZC1hbWJhc3NhZG9yLTEyMzIwMTk_YW1w?oc=5;2023-07-25 17:27:33;1
뉴진스를 만난 래퍼 '빈지노', 그가 타는 차는?[누구차] - hub.zum.com;https://news.google.com/rss/articles/CBMiIWh0dHBzOi8vaHViLnp1bS5jb20vZWRhaWx5LzEwMjAyNNIBAA?oc=5;2023-07-25 15:13:02;0
TOP 20: NEWJEANS PULL UP - HITS Daily Double;https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vaGl0c2RhaWx5ZG91YmxlLmNvbS9uZXdzJmlkPTMzNjkxMiZ0aXRsZT1UT1AtMjA6LU5FV0pFQU5TLVBVTEwtVVDSAQA?oc=5;2023-07-25 13:00:32;1
블랙핑크, 뉴진스의 그 패션…‘블록코어’에 열광하는 MZ세대 - 세계일보;https://news.google.com/rss/articles/CBMiJ2h0dHBzOi8vbS5zZWd5ZS5jb20vdmlldy8yMDIzMDcyNTUwOTgzMNIBKmh0dHBzOi8vbS5zZWd5ZS5jb20vYW1wVmlldy8yMDIzMDcyNTUwOTgzMA?oc=5;2023-07-25 12:00:00;0
"""블랙핑크·뉴진스도 달고 다녀요""…2030女 열광한 제품 [여기잇슈] - 한국경제";https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9saWZlL2FydGljbGUvMjAyMzA3MjUwOTYxN9IBL2h0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9saWZlL2FtcC8yMDIzMDcyNTA5NjE3?oc=5;2023-07-25 11:00:01;0
"""NewJeans Members Are Raised With Love"": ADOR's CEO Min Hee ... - Koreaboo";https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9uZXdzL25ld2plYW5zLXJhaXNlZC1sb3ZlLWFkb3ItY2VvLW1pbmhlZWppbi1wcmFpc2VkLXdheS1kaXJlY3RzLW5ld2plYW5zL9IBAA?oc=5;2023-07-25 09:54:50;1
'뉴진스·투모로우바이투게더 라이브 공연, 위버스로 즐겨요' - 테크M;https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3LnRlY2htLmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz0xMTI1NjbSATpodHRwczovL3d3dy50ZWNobS5rci9uZXdzL2FydGljbGVWaWV3QW1wLmh0bWw_aWR4bm89MTEyNTY2?oc=5;2023-07-25 06:52:40;0
NewJeans partners with Apple for music video shot with iPhone - 9to5Mac;https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vOXRvNW1hYy5jb20vMjAyMy8wNy8yNC9hcHBsZS1uZXdqZWFucy12aWRlby1pcGhvbmUtMTQtcHJvL9IBAA?oc=5;2023-07-25 00:08:00;1
뉴진스가 진짜 무서운 이유는요…전문가가 본 돌풍 원인 - 한겨레;https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9jdWx0dXJlL2N1bHR1cmVfZ2VuZXJhbC8xMTAxNTc2Lmh0bWzSAQA?oc=5;2023-07-24 23:00:25;0
10 Cool New Pop Songs to Get You Through the Week: Tinashe, Lizzo, Poppy & More - Billboard;https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmJpbGxib2FyZC5jb20vbXVzaWMvcG9wL25ldy1wb3Atc29uZ3MtdGluYXNoZS1saXp6by1wb3BweS1uZXdqZWFucy0xMjM1Mzc3MzQ3L9IBXmh0dHBzOi8vd3d3LmJpbGxib2FyZC5jb20vbXVzaWMvcG9wL25ldy1wb3Atc29uZ3MtdGluYXNoZS1saXp6by1wb3BweS1uZXdqZWFucy0xMjM1Mzc3MzQ3L2FtcC8?oc=5;2023-07-24 19:38:19;1
NewJeans on Get Up: “It is still hard to believe that people are paying us so much attention” - British GQ;https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3LmdxLW1hZ2F6aW5lLmNvLnVrL2FydGljbGUvbmV3amVhbnMtZ2V0LXVwLWludGVydmlldy0yMDIz0gFIaHR0cHM6Ly93d3cuZ3EtbWFnYXppbmUuY28udWsvYXJ0aWNsZS9uZXdqZWFucy1nZXQtdXAtaW50ZXJ2aWV3LTIwMjMvYW1w?oc=5;2023-07-24 15:27:28;1
NewJeans' Haerin Goes Viral For Celestial Visuals That Are Unedited - Koreaboo;https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9uZXdzL25ld2plYW5zLWhhZXJpbi12aXN1YWxzLWNvb2xmb3J5b3UtZXRhLW5ldGl6ZW4tcmVhY3Rpb25zLXJlYWwtbGlmZS11bmVkaXRlZC_SAQA?oc=5;2023-07-24 10:29:29;1
Salons In Seoul That K-pop Stars — Including BTS, Blackpink ... - 8 Days;https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LjhkYXlzLnNnL2xpdmVhbmRsZWFybi90cmF2ZWwvc2Fsb25zLXNlb3VsLWJsYWNrcGluay1idHMtbmV3amVhbnMtZ28tODE0MjUx0gEA?oc=5;2023-07-24 10:26:38;1
"뉴진스 ""빠르고 느렸던 1주년..손가락만 봐도 알아봐"" ('아이유의 팔레트')[종합] - 조선비즈 - 조선비즈";https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vYml6LmNob3N1bi5jb20vZW50ZXJ0YWlubWVudC9lbnRlcl9nZW5lcmFsLzIwMjMvMDcvMjQvR001Nk1HRUhVSTNLT1hNTzVLWEk3U1JXWU0v0gFoaHR0cHM6Ly9iaXouY2hvc3VuLmNvbS9lbnRlcnRhaW5tZW50L2VudGVyX2dlbmVyYWwvMjAyMy8wNy8yNC9HTTU2TUdFSFVJM0tPWE1PNUtYSTdTUldZTS8_b3V0cHV0VHlwZT1hbXA?oc=5;2023-07-24 09:37:00;0
뉴진스가 고른 나이키 스니커즈는? 7월 넷째 주의 패션 인스타그램 - 보그 코리아;https://news.google.com/rss/articles/CBMi4AFodHRwczovL3d3dy52b2d1ZS5jby5rci8yMDIzLzA3LzI0LyVFQiU4OSVCNCVFQyVBNyU4NCVFQyU4QSVBNCVFQSVCMCU4MC0lRUElQjMlQTAlRUIlQTUlQjgtJUVCJTgyJTk4JUVDJTlEJUI0JUVEJTgyJUE0LSVFQyU4QSVBNCVFQiU4QiU4OCVFQyVCQiVBNCVFQyVBNiU4OCVFQiU4QSU5NC03JUVDJTlCJTk0LSVFQiU4NCVCNyVFQyVBNyVCOC0lRUMlQTMlQkMlRUMlOUQlOTgtJUVEJThDJUE4L9IBAA?oc=5;2023-07-24 08:49:44;0
'뉴진스·르세라핌 긴장해' 엔터 빅4, 대형신인 출격 - 서울경제 - 서울경제신문;https://news.google.com/rss/articles/CBMiK2h0dHBzOi8vd3d3LnNlZGFpbHkuY29tL05ld3NWaWV3LzI5Uzk5OUhGUUnSASxodHRwczovL20uc2VkYWlseS5jb20vTmV3c1ZpZXdBbXAvMjlTOTk5SEZRSQ?oc=5;2023-07-24 08:46:54;0
[특징주] BTS 정국이 끌고 뉴진스가 밀고… 하이브, 2% 강세 - 조선비즈 - 조선비즈;https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vYml6LmNob3N1bi5jb20vc3RvY2svbWFya2V0X3RyZW5kLzIwMjMvMDcvMjQvSklaTE4zR0RSTkZYSk03UjJFWlJBNTRWTFEv0gFfaHR0cHM6Ly9iaXouY2hvc3VuLmNvbS9zdG9jay9tYXJrZXRfdHJlbmQvMjAyMy8wNy8yNC9KSVpMTjNHRFJORlhKTTdSMkVaUkE1NFZMUS8_b3V0cHV0VHlwZT1hbXA?oc=5;2023-07-24 00:47:00;0
The One Thing NewJeans' Hanni Would Change From Her Past - Koreaboo;https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9uZXdzL29uZS10aGluZy1uZXdqZWFucy1oYW5uaS1jaGFuZ2UtcGFzdC1hbm5pdmVyc2FyeS_SAQA?oc=5;2023-07-23 20:02:56;1
"BTS, NewJeans, BLACKPINK in top names for July singer Brand Reputation Rankings; Full list inside - PINKVILLA";https://news.google.com/rss/articles/CBMijgFodHRwczovL3d3dy5waW5rdmlsbGEuY29tL2VudGVydGFpbm1lbnQvYnRzLW5ld2plYW5zLWJsYWNrcGluay1pbi10b3AtbmFtZXMtZm9yLWp1bHktc2luZ2VyLWJyYW5kLXJlcHV0YXRpb24tcmFua2luZ3MtZnVsbC1saXN0LWluc2lkZS0xMjMxNTA50gGSAWh0dHBzOi8vd3d3LnBpbmt2aWxsYS5jb20vZW50ZXJ0YWlubWVudC9idHMtbmV3amVhbnMtYmxhY2twaW5rLWluLXRvcC1uYW1lcy1mb3ItanVseS1zaW5nZXItYnJhbmQtcmVwdXRhdGlvbi1yYW5raW5ncy1mdWxsLWxpc3QtaW5zaWRlLTEyMzE1MDk_YW1w?oc=5;2023-07-23 06:14:19;1
The new album of MAMAMOO is accused of plagiarism by NewJeans fans - Music Mundial News;https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3Lm11c2ljbXVuZGlhbC5jb20vZW4vMjAyMy8wNy8yMi90aGUtbmV3LWFsYnVtLW9mLW1hbWFtb28taXMtYWNjdXNlZC1vZi1wbGFnaWFyaXNtLWJ5LW5ld2plYW5zLWZhbnMv0gFyaHR0cHM6Ly93d3cubXVzaWNtdW5kaWFsLmNvbS9lbi8yMDIzLzA3LzIyL3RoZS1uZXctYWxidW0tb2YtbWFtYW1vby1pcy1hY2N1c2VkLW9mLXBsYWdpYXJpc20tYnktbmV3amVhbnMtZmFucy9hbXAv?oc=5;2023-07-22 22:59:24;1
유튜브에선 아이유가 뉴진스 노래를 부른다?… ‘생성형 AI’로 목소리 무단 도용 줄이어 - 조선비즈 - 조선비즈;https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vYml6LmNob3N1bi5jb20vaXQtc2NpZW5jZS9pY3QvMjAyMy8wNy8yMy9IWVhPT0dNU0xaRlpKTzZOSFkzTk81TlFaQS_SAVtodHRwczovL2Jpei5jaG9zdW4uY29tL2l0LXNjaWVuY2UvaWN0LzIwMjMvMDcvMjMvSFlYT09HTVNMWkZaSk82TkhZM05PNU5RWkEvP291dHB1dFR5cGU9YW1w?oc=5;2023-07-22 21:00:00;0
NewJeans' Staggering Number Of Luxury Brand Alliances In Their ... - Koreaboo;https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9saXN0cy9uZXdqZWFucy1zdGFnZ2VyaW5nLW51bWJlci1sdXh1cnktYnJhbmQtYWxsaWFuY2VzLWluLWRlYnV0LXllYXIv0gEA?oc=5;2023-07-22 13:30:45;1
